id,language,context,target,max_width
132,French,Les agriculteurs utilisent un arrosage plus efficace et qui consomme moins d'eau. Les gouvernements donnent des règles pour limiter le gaspillage et protéger les ressources. Les entreprises et,les industries doivent aussi réduire leur consommation d'eau.,594
133,English,Farmers use more efficient irrigation that uses less water. Governments give rules to limit waste and protect resources. Businesses and industries,must also reduce their water consumption.,417
134,French,"Nous devons apprendre, partager et agir ensemble pour une eau plus sûre et accessible à tous. Certaines villes interdisent le gaspillage d'eau dans les lieux publics. Les touristes",et les visiteurs doivent aussi respecter ces règles.,478
135,English,"We must learn, share and act together for safer water that is accessible to everyone. Some cities ban water waste in public places. Tourists",and visitors must also respect these rules.,407
136,German,"Heute, am 18. August 1999, schreibe ich über Philosophie und Ethik in unserer modernen Gesellschaft. Viele Menschen leben schnell, arbeiten viel und",denken oft an das eigene Glück.,318
137,English,"Today, on August 18, 1999, I write about philosophy and ethics in our modern society. Many people live quickly, work a lot, and often think about their own happiness. At the same time, we wonder how to","live well when technology, media, and politics change so quickly.",640
138,German,"Gleichzeitig fragt man sich, wie man gut leben kann, wenn sich Technik, Medien und Politik so rasch verändern. In der Schule, am Arbeitsplatz und zu Hause begegnen uns Werte wie Ehrlichkeit, Gerechtigkeit, Toleranz und Verantwortung. Die Philosophie hilft uns, diese","Begriffe zu erklären und zu prüfen, warum sie wichtig sind.",584
139,English,"In school, at work and at home we meet values such as honesty, justice, tolerance and responsibility. Philosophy helps us explain these terms and to examine why they are important. Ethics means asking: What is","right, what is fair, what can we rely on?",390
140,German,"Ethik bedeutet, zu fragen: Was ist richtig, was ist fair, worauf können wir uns verlassen? Im Alltag merken wir oft, dass Regeln nicht immer eindeutig sind. Dann muss man Entscheidungen treffen, zum","Beispiel beim Teilen von Zeit, Geld oder Informationen.",551
141,English,"In everyday life we often notice that rules are not always clear. Then we have to make decisions, for example when sharing time, money or information. We live in a time when",the Internet creates new possibilities but also new risks.,544
142,German,"Die Globalisierung verbindet Menschen auf der ganzen Welt, doch sie bringt auch Ungleichheiten mit sich. Wie können wir gerecht handeln, wenn Menschen unterschiedlich viel Macht und Geld haben? Viele Menschen hoffen, dass der Staat und die Gemeinschaft","helfen können, indem sie Bildung, Gesundheit und soziale Sicherheit sichern.",755
143,English,"How can we act justly when people have different amounts of power and money? Many people hope that the state and the community can help by providing education, health care and social security. At the same time, individual freedom is also important: Everyone should make decisions that","align with their conscience, as long as they do not harm others.",615
144,German,"Gleichzeitig ist auch die individuelle Freiheit wichtig: Jeder soll Entscheidungen treffen, die seinem Gewissen entsprechen, so lange sie anderen nicht schaden. In der Gegenwart diskutieren Professoren, Politiker, Journalisten und Bürger über Umweltfragen, über Klima, über die Zukunft der Arbeit und über den Schutz der Menschenwürde. Die Ethik der Moderne fordert","uns auf, kritisch zu bleiben, Sachen zu hinterfragen und andere Sichtweisen zu respektieren.",895
145,English,"In contemporary discussions, professors, politicians, journalists and citizens talk about environmental questions, about climate, about the future of work and about the protection of human dignity. The ethics of modern times invites us to stay critical, to question things and to respect other viewpoints. Sometimes that leads to conflicts, but",conflicts can also lead to better solutions if we speak openly and listen.,692
146,German,"Manchmal führt das zu Konflikten, doch Konflikte können auch zu besseren Lösungen führen, wenn man offen spricht und zuhört. Philosophische Gespräche helfen, Gemeinsamkeit zu finden, auch wenn man unterschiedlicher Meinung ist. So könnte unsere Gesellschaft wachsen, wenn jeder Verantwortung übernimmt, wenn",Bildung stärker wird und wenn Vertrauen zwischen Menschen und Institutionen wächst.,856
147,English,"Philosophical conversations help to find common ground even when people disagree. Thus our society could grow if everyone takes responsibility, if education becomes stronger and if trust between people and institutions grows. And perhaps we realize that ethics is not an","old book, but a task that must be reconsidered every day.",555
